"uid","domainID","siteID","plotID","trapID","collectDate","etOHChangeDate","processingDate","identifiedDate","associatedSampleID","sampleID","targetTaxaPresent","sampleType","taxonID","scientificName","taxonRank","identificationQualifier","scientificNameAuthorship","morphospeciesID","individualCount","identificationReferences","identifiedBy","recordedBy","remarks","duplicateSampleIDQF"
"F62017B297664F1DAE7C3F43D236460B","D10","STER","STER_033","N","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.N.20140624.AMACAR.01","STER_033.N.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,1,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"91E527D00AC54396BA6F4987256A1D63","D10","STER","STER_033","N","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.N.20140624.CALAFF1.01","STER_033.N.20140624.CALAFF1.01","Y","common carabid","CALAFF1","Calosoma affine","species",,"Chaudoir",,1,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"95D5A3C12B764097886E422E7D5C1AA0","D10","STER","STER_033","E","2014-06-24","2014-06-25","2014-10-10",,"STER_033.E.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"78674B81ED81459FB534AA06D0DF8D29","D10","STER","STER_033","E","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.E.20140624.HARCAL.01","STER_033.E.20140624.HARCAL.01","Y","common carabid","HARCAL","Harpalus caliginosus","species",,"Fabricius",,2,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"D40C3E97790C4A269C0059FE9B3AE2FE","D10","STER","STER_033","W","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.W.20140624.CRADUB.01","STER_033.W.20140624.CRADUB.01","Y","common carabid","CRADUB","Cratacanthus dubius","species",,"Palisot de Beauvois",,1,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"49B86BFC17AC4909AA0D5EF76993BAF5","D10","STER","STER_033","N","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.N.20140624.HARAMP.01","STER_033.N.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,3,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"C322F6516BFB4E38B820FAAA1EA647C1","D10","STER","STER_033","W","2014-06-24","2014-06-25","2014-10-10",,"STER_033.W.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"08293B22DFF742FB87508416AFFD4E6C","D10","STER","STER_033","E","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.E.20140624.AMACAR.01","STER_033.E.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,24,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"FA4A8ED080DB4D80B11B419B9933F767","D10","STER","STER_033","S","2014-06-24","2014-06-25","2014-10-10","2014-10-10","STER_033.S.20140624.CHLTOM.01","STER_033.S.20140624.CHLTOM.01","Y","common carabid","CHLTOM","Chlaenius tomentosus","species",,"Say",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"56D46FFA104C4C778BA801AA0FB47094","D10","STER","STER_033","E","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.E.20140624.PASELO.01","STER_033.E.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"C9AB2201D0FA4A8DBAA8812B4D75A30C","D10","STER","STER_033","N","2014-06-24","2014-06-25","2014-10-10",,"STER_033.N.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"C58380BD631F409B8FC3E2C0C77BCCB6","D10","STER","STER_033","W","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.W.20140624.HARAMP.01","STER_033.W.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,3,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"8D7AA86491714C12A1C7E7EC5741269D","D10","STER","STER_033","S","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.S.20140624.AMACAR.01","STER_033.S.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,35,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"BE8FF2BF64FB42C3A34C1A22E292B74C","D10","STER","STER_033","S","2014-06-24","2014-06-25","2014-10-10",,"STER_033.S.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"76456ACC33D74282842CC71AC60D06BC","D10","STER","STER_033","E","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.E.20140624.ANIRUS.01","STER_033.E.20140624.ANIRUS.01","Y","common carabid","ANIRUS","Anisodactylus rusticus","species",,"Say",,5,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"7C8664C281D04E649CDEB8C952E0B04B","D10","STER","STER_033","S","2014-06-24","2014-06-25","2014-11-17","2014-11-17","STER_033.S.20140624.PASELO.01","STER_033.S.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,2,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,2
"8298627B49684F7187420A1A88980D8F","D10","STER","STER_033","S","2014-06-24","2014-06-25","2014-10-10","2014-10-10","STER_033.S.20140624.PASELO.01","STER_033.S.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,6,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,2
"AFE3690F322D4423A2756B21C45BC08E","D10","STER","STER_034","E","2014-06-24","2014-06-25","2014-10-10",,"STER_034.E.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"A1E5804911254F47B9C7417D0D79D3D5","D10","STER","STER_034","E","2014-06-24","2014-06-25","2014-10-10","2014-11-17","STER_034.E.20140624.HARAMP.01","STER_034.E.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"2DA793E5D77E427A97EDE56780E16A5E","D10","STER","STER_034","W","2014-06-24","2014-06-25","2014-10-09",,"STER_034.20140624.ib.01","STER_034.20140624.ib.01","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,2
"02C017FAAD08475F9B56864D7DD0AF2F","D10","STER","STER_034","N","2014-06-24","2014-06-25","2014-10-09",,"STER_034.20140624.ib.01","STER_034.20140624.ib.01","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,2
"764FCEB7FEAE458F91E629DD824894E8","D10","STER","STER_034","E","2014-06-24","2014-06-25","2014-10-09",,"STER_034.20140624.ib.01","STER_034.20140624.ib.01","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,2
"5832206304AF49DFB05ED5A3A0F943E3","D10","STER","STER_034","S","2014-06-24","2014-06-25","2014-10-09",,"STER_034.20140624.ib.01","STER_034.20140624.ib.01","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,2
"8153BE3B05B44DE98978BC5E553F990B","D10","STER","STER_034","S","2014-06-24","2014-06-25","2014-10-09","2014-10-09","STER_034.S.20140624.PASELO.01","STER_034.S.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,2,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"E368E8124B144BD0B2BBCC2CA1F9A624","D10","STER","STER_034","N","2014-06-24","2014-06-25","2014-10-09","2014-10-09","STER_034.N.20140624.AMACAR.01","STER_034.N.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"00D36D5EEFB348EFA519F72D978A1530","D10","STER","STER_034","W","2014-06-24","2014-06-25","2014-10-09","2014-10-09","STER_034.W.20140624.AMACAR.01","STER_034.W.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"A7FC961BAB7D468E883C8F9A3358DA68","D10","STER","STER_034","W","2014-06-24","2014-06-25","2014-10-09",,"STER_034.W.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"82DF0FFF1E1245D3BE05232165B3878B","D10","STER","STER_035","W","2014-06-24","2014-06-25","2014-07-25",,"STER_035.W.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"4325500DA5FB45278A33B7DF189BAB01","D10","STER","STER_035","S","2014-06-24","2014-06-25","2014-07-25","2014-11-25","STER_035.S.20140624.AMACAR.01","STER_035.S.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"47BC8F5973D24803986B6CDD689F8977","D10","STER","STER_035","S","2014-06-24","2014-06-25","2014-07-25","2014-11-25","STER_035.S.20140624.PASELO.01","STER_035.S.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"AD350B67D6E34FBD809354857E7D7AED","D10","STER","STER_035","E","2014-06-24","2014-06-25","2014-07-25","2014-11-25","STER_035.E.20140624.AMACAR.01","STER_035.E.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,2,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"B74A9ADDEFED428A940FFD1B061B44DC","D10","STER","STER_035","N","2014-06-24","2014-06-25","2014-07-25",,"STER_035.20140624.ib.03","STER_035.20140624.ib.03","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"DD1E75C26E9B4567B9FF0D7552C0D407","D10","STER","STER_035","W","2014-06-24","2014-06-25","2014-07-25","2014-11-25","STER_035.W.20140624.POESCI.01","STER_035.W.20140624.POESCI.01","Y","common carabid","POESCI","Poecilus scitulus","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"538BDDCA66A9470DBBDCBDA0234192F8","D10","STER","STER_035","S","2014-06-24","2014-06-25","2014-07-25",,"STER_035.S.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"0C685AF8173D4724AE759331AE846C72","D10","STER","STER_035","E","2014-06-24","2014-06-25","2014-07-25",,"STER_035.E.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
