"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","duplicateTaxonIDPerBout10m2QF"
"FD98E62F0B334B4FB74D36BD454997B5","D10","CPER","CPER_007","31.1.10",40.861838,-104.683932,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"3B953A39F7764EDEA091E44F42D9B485","D10","CPER","CPER_007","40.1.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"5D08BFF93311442DA7074CD530D849E3","D10","CPER","CPER_007","40.1.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"0861F867C4D2459FB608158BABC33FA9","D10","CPER","CPER_007","31.1.10",40.861838,-104.683932,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","LYJU","Lygodesmia juncea (Pursh) D. Don ex Hook.","species","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"FCF07F8949AB44BDA6512D052BD8D214","D10","CPER","CPER_007","32.2.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","CRCR3","Cryptantha crassisepala (Torr. & A. Gray) Greene","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"256C8D34567E4CD1AAA36DF85A5CE742","D10","CPER","CPER_007","32.2.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"59219308119448A981E8886812F6201E","D10","CPER","CPER_007","32.4.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"23FFD5FE049B4BB49C6CAFA935A05B7F","D10","CPER","CPER_007","32.4.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"FED4AEBDADC44DF4BBFEBBCAE0C865CE","D10","CPER","CPER_007","40.1.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","ATCA2","Atriplex canescens (Pursh) Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"74C083D6CAB74605A302FABCAC087B82","D10","CPER","CPER_007","40.1.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"7824DB0412C34F8DB7AF5F5A4E5FD9C0","D10","CPER","CPER_007","40.3.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"CB230EF98663430DBD6C640597A2EFA3","D10","CPER","CPER_007","32.2.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"63DB3B3B344941AAACCE51204C2CC786","D10","CPER","CPER_007","40.3.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"94453F341F9041709902C844797DFA95","D10","CPER","CPER_007","41.4.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","CHGL3","Chenopodium glaucum L.","species","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"84E0149942BD470F896D127167D415E9","D10","CPER","CPER_007","41.4.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"0436D808F0F341C2B1704C33CC508C3A","D10","CPER","CPER_007","32.4.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"B1B87AC5F50549E0A9974CB7B7CCD30C","D10","CPER","CPER_007","40.1.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"1D71F75A9D11453E8B166529C3073911","D10","CPER","CPER_007","40.3.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","EREF","Eriogonum effusum Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"821BDBD956F3445BADCFA6AACACDF16F","D10","CPER","CPER_007","40.3.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"F960B80A79B54DE8B826F1E9BB28B544","D10","CPER","CPER_007","41.1.10",40.861929,-104.683814,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","MATA2","Machaeranthera tanacetifolia (Kunth) Nees","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"0FFD347A29884C0DA2F9B71B91F5A752","D10","CPER","CPER_007","41.4.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","GACO5","Gaura coccinea Nutt. ex Pursh","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"5CFE9F4223694FB4835BA4A8C9BF2BAA","D10","CPER","CPER_007","32.2.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"429C2C1358CC47A3B25BE798AFBE052C","D10","CPER","CPER_007","31.4.10",40.861901,-104.683851,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"A697DE7EA1BC46008F70A81CE31F1E59","D10","CPER","CPER_007","31.1.10",40.861838,-104.683932,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","ATCA2","Atriplex canescens (Pursh) Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"E71270F5059143058A6EDB58D9AEC6A9","D10","CPER","CPER_007","31.4.10",40.861901,-104.683851,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","EREF","Eriogonum effusum Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"4C27D920C0BA496887D22C99DFAC9387","D10","CPER","CPER_007","31.4.10",40.861901,-104.683851,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"1909B38C7A754F0DB8C07920B8F9D288","D10","CPER","CPER_007","40.3.10",,,,,"2014-06-17",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"01C41D086C324783B2FFB94B58DBFB0A","D10","CPER","CPER_007","41.1.10",40.861929,-104.683814,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","CRCR3","Cryptantha crassisepala (Torr. & A. Gray) Greene","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"A8084C6EF40346B380A38820EB596165","D10","CPER","CPER_007","31.1.10",40.861838,-104.683932,"WGS84",1.1,"2014-06-17",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"86B042D514DD4A039C84B0FE1F8FA7AA","D10","CPER","CPER_010","32.2.10",40.849934,-104.681300,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"E3352FA066C04696AB11122E60D915D1","D10","CPER","CPER_010","32.4.10",40.849995,-104.681299,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","MENU","Mentzelia nuda (Pursh) Torr. & A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"BCE19F57C4F54388B44AAA2503974271","D10","CPER","CPER_010","32.4.10",40.849995,-104.681299,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","IPLA2","Ipomopsis laxiflora (J.M. Coult.) V.E. Grant","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"8670CE5B8BD847128DBFD33E27A95D7C","D10","CPER","CPER_010","31.1.10",40.849933,-104.681499,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","MENU","Mentzelia nuda (Pursh) Torr. & A. Gray","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"60BF8C5F1700478CBAB5A426AB5251B8","D10","CPER","CPER_010","31.1.10",40.849933,-104.681499,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"0221F163090A4CD78FBC574442849B9C","D10","CPER","CPER_010","32.4.10",40.849995,-104.681299,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"31229A896822493893627716B2FDC30D","D10","CPER","CPER_010","40.1.10",40.850025,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","GUSA2","Gutierrezia sarothrae (Pursh) Britton & Rusby","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"5BA6018404364B4CACB478FB8CE7E7A2","D10","CPER","CPER_010","40.3.10",40.850087,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"1AF54EF4DBA24D32B6DBB2FF8BB44412","D10","CPER","CPER_010","31.4.10",40.849995,-104.681417,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"AED94A1AEE584516A1E2BFE6F5B03B1D","D10","CPER","CPER_010","32.2.10",40.849934,-104.681300,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","EREF","Eriogonum effusum Nutt.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"6E9357C1E11F4E7D9D5692147C668EC8","D10","CPER","CPER_010","32.4.10",40.849995,-104.681299,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"227DF29B0BD641AFB75590BD1269E85D","D10","CPER","CPER_010","41.4.10",40.850082,-104.681303,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"59E3D32C971D4000A387C3ED5EC4C6BC","D10","CPER","CPER_010","31.1.10",40.849933,-104.681499,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"FA3A0C9A2B65432EB0020BDA1353DD9F","D10","CPER","CPER_010","32.4.10",40.849995,-104.681299,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","GACO5","Gaura coccinea Nutt. ex Pursh","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"BF77EFD8C685468486C878CDDAFCFB61","D10","CPER","CPER_010","32.2.10",40.849934,-104.681300,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"ECDC7F862F474CA6A76B0EA958F636B7","D10","CPER","CPER_010","41.1.10",40.850024,-104.681380,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"64615137857A400B9B580A69284B3A2A","D10","CPER","CPER_010","40.3.10",40.850087,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"ADE1ADCB8A4045DCA9C11CE054D45633","D10","CPER","CPER_010","41.4.10",40.850082,-104.681303,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","LASE","Lactuca serriola L.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"A0515399584044339878D6602564B0F7","D10","CPER","CPER_010","31.1.10",40.849933,-104.681499,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"5846C5ECA5D94BF98D622641D922AC8C","D10","CPER","CPER_010","31.4.10",40.849995,-104.681417,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","GUSA2","Gutierrezia sarothrae (Pursh) Britton & Rusby","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"9B6EFE18858C4CF98F858E4CC30FF687","D10","CPER","CPER_010","31.4.10",40.849995,-104.681417,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","EVNU","Evolvulus nuttallianus Schult.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"DB5D8D0321E5475F8EC8C0A5EBADFEA3","D10","CPER","CPER_010","31.4.10",40.849995,-104.681417,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","ARPU9","Aristida purpurea Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"E8A3A7E4217B4D98AD2B002A6BB1E4AB","D10","CPER","CPER_010","32.2.10",40.849934,-104.681300,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","IPLA2","Ipomopsis laxiflora (J.M. Coult.) V.E. Grant","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"7A92DBF9EAA24CA3AF96EDE13AE7B35C","D10","CPER","CPER_010","40.1.10",40.850025,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","CHGL3","Chenopodium glaucum L.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"CE167B1D55B64B33A82C65F7C3251606","D10","CPER","CPER_010","40.3.10",40.850087,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","ARHO4","Arenaria hookeri Nutt.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"E4586A1D950C472DA75059E7AEA629C0","D10","CPER","CPER_010","40.3.10",40.850087,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","GACO5","Gaura coccinea Nutt. ex Pursh","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"533A78787D4B42F18DD635FD2620AC66","D10","CPER","CPER_010","31.4.10",40.849995,-104.681417,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"F01A77CEF737484ABE3763CE0676AA46","D10","CPER","CPER_010","40.1.10",40.850025,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","ARPU9","Aristida purpurea Nutt.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"58BBA4C4906B4977ADE7DE7715E2338F","D10","CPER","CPER_010","40.1.10",40.850025,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"3FA3A5E1F60F4B118E558F7A5DCC8784","D10","CPER","CPER_010","40.1.10",40.850025,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"AC42C08411F74F508653455D80027257","D10","CPER","CPER_010","40.1.10",40.850025,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","LIPU","Liatris punctata Hook.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"3999488E92C1475984BB92D067CE449A","D10","CPER","CPER_010","41.1.10",40.850024,-104.681380,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"403AD0F3E1AE43DD906A3133BB6422E9","D10","CPER","CPER_010","41.4.10",40.850082,-104.681303,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"4AA87907C31F4608933507351A0063A9","D10","CPER","CPER_010","41.4.10",40.850082,-104.681303,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","EVNU","Evolvulus nuttallianus Schult.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"EA14A9F2D91C4D13B593499CCD8813EB","D10","CPER","CPER_010","31.1.10",40.849933,-104.681499,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","EREF","Eriogonum effusum Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","ogjyrGrm3ZwJtEIV6g3OdQaEOdluA3eH",,,,0,0,0
"713688ADE97E497A805910597875C1BF","D10","CPER","CPER_010","32.2.10",40.849934,-104.681300,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","CRCR3","Cryptantha crassisepala (Torr. & A. Gray) Greene","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"5997548F1BE1476CB77E80E55BF67B28","D10","CPER","CPER_010","32.4.10",40.849995,-104.681299,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","EVNU","Evolvulus nuttallianus Schult.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
"CEDA1B6144F04E598BD655B624047249","D10","CPER","CPER_010","40.3.10",40.850087,-104.681496,"WGS84",1.1,"2014-06-18",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0,0
