"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","percentCover","heightPlantOver300cm","heightPlantSpecies","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","duplicateTaxonIDBoutPer1m2QF","missingRecords1m2QF"
"62CF754328814644BE3A0A7B815EC6EC","D03","OSBS","OSBS_015","31.4.1",29.710246,-81.969278,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,0.5,"N",57.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"8CB613424E434525B69076BEC7EB518A","D03","OSBS","OSBS_015","31.4.1",29.710246,-81.969278,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","species",,,9,"N",95.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"3D1802760FB24D78A88C5BD00B1DDBAE","D03","OSBS","OSBS_015","31.1.1",29.710169,-81.969365,"WGS84",0.4,"2014-04-11",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species",,,1,"N",20.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"D1180355D06848F4969CDF8BECC15468","D03","OSBS","OSBS_015","31.1.1",29.710169,-81.969365,"WGS84",0.4,"2014-04-11",1,"DIV.OSBS.2014.1","Y","ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","species",,,1,"N",39.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"D040BBEE87554C68A6B9300DCED73472","D03","OSBS","OSBS_015","31.1.1",29.710169,-81.969365,"WGS84",0.4,"2014-04-11",1,"DIV.OSBS.2014.1","Y","PEPA37","Persea palustris (Raf.) Sarg.","species",,,30,"N",160.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"00346A5D849B43569D3CE501F6A3EE42","D03","OSBS","OSBS_015","31.1.1",29.710169,-81.969365,"WGS84",0.4,"2014-04-11",1,"DIV.OSBS.2014.1","Y","CEOC2","Cephalanthus occidentalis L.","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"C666B0537D1F4E1B964895F6BB6211DD","D03","OSBS","OSBS_015","31.1.1",29.710169,-81.969365,"WGS84",0.4,"2014-04-11",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,3,"N",66.8,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"4EA1B9297C694FDD9A0B74FA2BA50780","D03","OSBS","OSBS_015","41.4.1",29.710328,-81.969165,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"435F934115764AF99AEAD24315AF60F3","D03","OSBS","OSBS_015","41.4.1",29.710328,-81.969165,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","EUCO7","Eupatorium compositifolium Walter","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"4AD4D4C6A3AC4379AF744AA9C573D2E6","D03","OSBS","OSBS_015","41.4.1",29.710328,-81.969165,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","RUAR2","Rubus argutus Link","species",,,0.5,"N",11.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"840F23F3A2DD4D92BF29A3E92EA83058","D03","OSBS","OSBS_015","41.4.1",29.710328,-81.969165,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","species",,,0.5,"N",16.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"916F7F6A70744A58AF2174A62749A9CA","D03","OSBS","OSBS_015","41.1.1",29.710255,-81.969268,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","species",,,30,"N",66.0,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"33D6CAEA2E7D4F5A8CE52A077CFFD675","D03","OSBS","OSBS_015","41.1.1",29.710255,-81.969268,"WGS84",0.3,"2014-04-11",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,0.5,"N",83.8,"NEON.DOC.014042",,"sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"D5B0BBA5E32E469583E886EEEBAE123F","D03","OSBS","OSBS_009","41.4.1",29.698879,-82.017452,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","NYBI","Nyssa biflora Walter","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"AB82C8534243445A8F45D2AFA5072B5E","D03","OSBS","OSBS_009","41.4.1",29.698879,-82.017452,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ERHI2","Erechtites hieraciifolia (L.) Raf. ex DC.","species",,,1,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"45CA10E5D296467A9387871710659ACC","D03","OSBS","OSBS_009","41.4.1",29.698879,-82.017452,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,0.5,"N",8.6,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"F6B21BF43EDD48A9B3CCADF171B629D8","D03","OSBS","OSBS_009","41.4.1",29.698879,-82.017452,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","WOAR","Woodwardia areolata (L.) T. Moore","species",,,3,"N",30.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"385CE42F71384D338CE6CE4E87FF0B44","D03","OSBS","OSBS_009","31.1.1",29.698719,-82.017651,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,3,"N",27.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"F19C1E3B75D3486E942BF6D42E7AAD46","D03","OSBS","OSBS_009","31.1.1",29.698719,-82.017651,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","RUAR2","Rubus argutus Link","species",,,0.5,"N",18.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"75AE9F5BCBB947F8BB24364FE5026A28","D03","OSBS","OSBS_009","31.1.1",29.698719,-82.017651,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEVI","Peltandra virginica (L.) Schott","species",,,2,"N",22.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"2BB3F0991F704D2BBAB2AD9A776C3E85","D03","OSBS","OSBS_009","31.1.1",29.698719,-82.017651,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,0.5,"N",6.4,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"F9B6A63935CA4B649266BFE1B8739351","D03","OSBS","OSBS_009","31.1.1",29.698719,-82.017651,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","LEMI3","Lemna minor L.","species",,,0.5,"N",0.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,"height is .01 cm tall",0,0
"2002DE58A49748509C4CBCB22FFAE000","D03","OSBS","OSBS_009","31.1.1",29.698719,-82.017651,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","SACE","Saururus cernuus L.","species",,,20,"N",55.8,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"53575F3B5A354E788F02E81962C5D3DA","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","CAFO6","Carex folliculata L.","species",,,0.5,"N",11.6,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"ADCC495146214042991E3D0CD5D3BE32","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","OTHE","Plantae sp.","kingdom",,"roundleaf",1,"N",0.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI","could not identify seedling",,"height was .1 cm",2,0
"88261F459D8744DCA92D10595CD005FF","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species","cf. species",,0.5,"N",7.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"EFA834E894F74AB5B1BBE6963590EDAC","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ERHI2","Erechtites hieraciifolia (L.) Raf. ex DC.","species",,,1,"N",8.6,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"A3C5818C2E134C308540D8266CCA49BF","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEVI","Peltandra virginica (L.) Schott","species",,,0.5,"N",6.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"2864B4B857E943278CFCE2B51D77DD0F","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ASPLE","Asplenium sp.","genus","cf. genus",,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"8FC43C7D57AD4122B0BEFF47C623D11E","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,1,"N",9.4,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"C1CD3BFB71224027A54AF34D8F8A0767","D03","OSBS","OSBS_009","31.4.1",29.698793,-82.017548,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","OTHE","Plantae sp.","kingdom",,"seedling",0.5,"N",1.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI","could not identify, seedling",,,2,0
"7DFDDEA9B08045BCBF9A929D78CA0991","D03","OSBS","OSBS_009","32.2.1",29.698716,-82.017460,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","TORA2","Toxicodendron radicans (L.) Kuntze","species",,,1,"N",30.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"5F7D359961734E95B0655690F49FA1B4","D03","OSBS","OSBS_009","32.2.1",29.698716,-82.017460,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"39544D0B01DA4FA1BD7B7D4FA22F0CF3","D03","OSBS","OSBS_009","32.2.1",29.698716,-82.017460,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","LEMI3","Lemna minor L.","species",,,95,"N",0.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,"height was .01 cm",0,0
"4301C14B5EFC4CC6A0CB6FA85861E283","D03","OSBS","OSBS_009","32.2.1",29.698716,-82.017460,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEVI","Peltandra virginica (L.) Schott","species",,,4,"N",45.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"F90C7389631C44CAB83D2C4D012DA1A8","D03","OSBS","OSBS_009","32.2.1",29.698716,-82.017460,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","SACE","Saururus cernuus L.","species",,,4,"N",29.8,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"487A33807B6E400A9750684FDD5FFCD7","D03","OSBS","OSBS_009","32.2.1",29.698716,-82.017460,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","WOAR","Woodwardia areolata (L.) T. Moore","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"CF47157A45644C0D9E89E20336DB5902","D03","OSBS","OSBS_009","32.4.1",29.698797,-82.017461,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","LEMI3","Lemna minor L.","species",,,1,"N",0.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,"height was .01 cm",0,0
"C970016C94D748B4A919955BC0B790F9","D03","OSBS","OSBS_009","32.4.1",29.698797,-82.017461,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEVI","Peltandra virginica (L.) Schott","species",,,0.5,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"5A6A99FFDC01429BAAF5C7676910EE6E","D03","OSBS","OSBS_009","32.4.1",29.698797,-82.017461,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,96,"N",32.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"0DFA06F455514A18BAF7B2D93B12709E","D03","OSBS","OSBS_009","40.1.1",29.698809,-82.017637,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEPA37","Persea palustris (Raf.) Sarg.","species",,,3,"N",64.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"493002FE54D240D8A0A0EBC1F7656E5F","D03","OSBS","OSBS_009","40.1.1",29.698809,-82.017637,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ERHI2","Erechtites hieraciifolia (L.) Raf. ex DC.","species",,,1,"N",15.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"D942ED581EAC4E76933F0BF06282AB0E","D03","OSBS","OSBS_009","40.1.1",29.698809,-82.017637,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PAQU2","Parthenocissus quinquefolia (L.) Planch.","species",,,0.5,"N",8.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"AE9EA38D712F48CABE098E8FE3CEEB73","D03","OSBS","OSBS_009","40.1.1",29.698809,-82.017637,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,1,"N",6.6,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"39ED2AA803A9451881E48656FB90E50C","D03","OSBS","OSBS_009","40.1.1",29.698809,-82.017637,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","WOAR","Woodwardia areolata (L.) T. Moore","species",,,0.5,"N",14.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"314F6CAEFBC84CC2AC2F798414078926","D03","OSBS","OSBS_009","40.1.1",29.698809,-82.017637,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,5,"N",28.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"F9BF64B2D99D42018833AECA8FA9E136","D03","OSBS","OSBS_009","40.3.1",29.698890,-82.017638,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","WOAR","Woodwardia areolata (L.) T. Moore","species",,,2,"N",12.3,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"F8C93B3FD5A94C1D80C903CDDB3D4132","D03","OSBS","OSBS_009","40.3.1",29.698890,-82.017638,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","QUMA6","Quercus margarettae (Ashe) Small","species",,,0.5,"N",10.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"0D90255E32CE4FA59CEB1C88DCB2C191","D03","OSBS","OSBS_009","40.3.1",29.698890,-82.017638,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEBO","Persea borbonia (L.) Spreng.","species",,,7,"N",45.3,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"22199DE6ADD647989FC02715E2912378","D03","OSBS","OSBS_009","40.3.1",29.698890,-82.017638,"WGS84",0.3,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,0.5,"N",7.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"17B1897DB6994552B4A292A45FA641EF","D03","OSBS","OSBS_009","41.1.1",29.698802,-82.017538,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,1,"N",19.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"54AEA90DAF064DE59E0C134DD10A2FB3","D03","OSBS","OSBS_009","41.1.1",29.698802,-82.017538,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEVI","Peltandra virginica (L.) Schott","species",,,20,"N",28.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"DE420DE23A954EA4B8ED949489B9488B","D03","OSBS","OSBS_009","41.1.1",29.698802,-82.017538,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ERHI2","Erechtites hieraciifolia (L.) Raf. ex DC.","species",,,1,"N",17.2,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"159DB4F21C724E56A938DD2833D4320A","D03","OSBS","OSBS_009","41.1.1",29.698802,-82.017538,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","EUCA5","Eupatorium capillifolium (Lam.) Small","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"2B57829D804B4D5987CD1F7A06FC1F7F","D03","OSBS","OSBS_009","41.1.1",29.698802,-82.017538,"WGS84",0.5,"2014-04-14",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,1,"N",13.7,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"95774AACAFD04E6C9CCBEFA23D6999F5","D03","OSBS","OSBS_009","41.4.1",29.698879,-82.017452,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","PEVI","Peltandra virginica (L.) Schott","species",,,1,"N",21.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"D85DD62444964AA6BBA891A6052C9FED","D03","OSBS","OSBS_009","41.4.1",29.698879,-82.017452,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,3,"N",26.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"8A8DBBD8FDD646599DE2516856BF8308","D03","OSBS","OSBS_009","41.4.1",29.698879,-82.017452,"WGS84",0.4,"2014-04-14",1,"DIV.OSBS.2014.1","Y","TIUS","Tillandsia usneoides (L.) L.","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","L+5/PJJJZXVcP61p6GmpuBAztmOzTASI",,,,0,0
"869EFBCEF02A489099F7B8FFF0E3E8C8","D03","OSBS","OSBS_050","41.1.1",29.689695,-82.005384,"WGS84",0.3,"2014-04-16",1,"DIV.OSBS.2014.1","Y","STSE3","Stipulicida setacea Michx.","species",,,0.5,"N",6.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"464457CC2D4D4E36A74EA2C3B6E01D3B","D03","OSBS","OSBS_050","41.1.1",29.689695,-82.005384,"WGS84",0.3,"2014-04-16",1,"DIV.OSBS.2014.1","Y","PLRO","Pluchea rosea Godfrey","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"EF5C541A9D0646AB92EBF3384B952790","D03","OSBS","OSBS_050","41.1.1",29.689695,-82.005384,"WGS84",0.3,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HYTE4","Hypericum tetrapetalum Lam.","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"01653CAC56BB47C7AAD23458D4F24EBC","D03","OSBS","OSBS_050","41.1.1",29.689695,-82.005384,"WGS84",0.3,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DICI","Digitaria ciliaris (Retz.) Koeler","species",,,3,"N",8.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"567FCA78AEF84F7CB051E5155F914E7C","D03","OSBS","OSBS_050","41.1.1",29.689695,-82.005384,"WGS84",0.3,"2014-04-16",1,"DIV.OSBS.2014.1","Y","FUSC","Fuirena scirpoidea Michx.","species",,,0.5,"N",8.6,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"0C5B37913BBE4DB7B2A60A5F40EE6B1E","D03","OSBS","OSBS_050","41.1.1",29.689695,-82.005384,"WGS84",0.3,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ANCA4","Andropogon capillipes Nash","species",,,1,"N",25.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
