"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","morphospeciesIDRemarks","taxonIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF","duplicateTaxonIDPerBout100m2QF"
"09211998A9344728A956C21AA805A194","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CACO37","Carphephorus corymbosus (Nutt.) Torr. & A. Gray","species","cf. genus",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"D9A6D837DC5B4236A01002C9E006EE29","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ANCA4","Andropogon capillipes Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"8C97843B9A7F452D9AF203277963B895","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","BAAN3","Balduina angustifolia (Pursh) B.L. Rob.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"E6CFFEF728F5489AA87A8876FB099729","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"07A543C8475A4793B57581F988DD2A9F","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CYPER","Cyperus sp.","genus",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"8C633B19E08E49E1A42CA4B0259392AD","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DICI","Digitaria ciliaris (Retz.) Koeler","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"7F3027BF088C4CF3BA9BF49F73D75352","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"C1FD97BBF8F24981A24A9D15DAE22CB8","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ELEOC","Eleocharis sp.","genus",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"73A1CE0E3B504BC1BC47D7760DB9C87D","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","EUCA26","Euthamia caroliniana (L.) Greene ex Porter & Britton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"E828B518CBB04FB0BE54245BFC0185F6","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","FUSC","Fuirena scirpoidea Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"AA6A8C222A624051B63CE8E300033245","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HYHY","Hypericum hypericoides (L.) Crantz","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"CE8C5B472CAF4E81882546F330ECE225","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","FUSC","Fuirena scirpoidea Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"87332FE2F1B24D8D9A292ECC9602E224","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","PITA","Pinus taeda L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"26129C33AE944B0197DD6C924C79434C","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","PLRO","Pluchea rosea Godfrey","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"97DD8373F9714B6EA9567F55EAFEBA5A","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","XYCA","Xyris caroliniana Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"6B38072C2DFC40979723DDF275E52C87","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","XYCA","Xyris caroliniana Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"315866541AA244AB8B0A0D629E6EB361","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ANVI2","Andropogon virginicus L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"8B0156D93FD3406881DA89E657ADAB27","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","BAAN3","Balduina angustifolia (Pursh) B.L. Rob.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"85004AE2E58B42508AA1A292F1761ADC","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CEAS","Centella asiatica (L.) Urb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"D43BBF9A50874B469A50ABD6AF79584A","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CYPER","Cyperus sp.","genus",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"6537F71C084C4F2D8F8E2253E1494084","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DICI","Digitaria ciliaris (Retz.) Koeler","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"3A51363C33F544F0930EBAA4429742FD","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"34C62F6F75C24B7C9EAA5030E7393F4C","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ELEOC","Eleocharis sp.","genus",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"8A14FE7345CE4B7CA53AD09E2CE5220F","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","EUCA5","Eupatorium capillifolium (Lam.) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"28235C73F39445738173A80A1A4A63EE","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","FUSC","Fuirena scirpoidea Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"F95E966C456C4100BC01561C148C20D6","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HYCI","Hypericum cistifolium Lam.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"75E16E01554B43C298164D3F96A9FDDB","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","PLRO","Pluchea rosea Godfrey","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"8D7FAEB804AB4CF99FAB416B744C9784","D03","OSBS","OSBS_050","31",29.689642,-82.005437,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","STSE3","Stipulicida setacea Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"4FE89F8D5FF6449A977A2243474320E4","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","QUVI","Quercus virginiana Mill.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"3A1689B0107544E0B0733391D8D8909C","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","XYCA","Xyris caroliniana Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"BB9A2DE139B742D9B58093EB34004405","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ANVI2","Andropogon virginicus L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"1E53A160E2BD4134827BEA0E967E6137","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ANCA4","Andropogon capillipes Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"8884B9F2296F45A9AE348823B8C4F076","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","BAAN3","Balduina angustifolia (Pursh) B.L. Rob.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"5173F1C3412D45CB829F207F84CA2E1B","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CACO37","Carphephorus corymbosus (Nutt.) Torr. & A. Gray","species","cf. genus",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"70F1088647874DD097C49D21187D374C","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CYPER","Cyperus sp.","genus",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"348986FD26044DD7BC8AEDC8B9D85573","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DICI","Digitaria ciliaris (Retz.) Koeler","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"CC99810950964EA7A8A283714AF9ACAA","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"45A797A5A45843A59BC3D560DA2E5F44","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","EUCA26","Euthamia caroliniana (L.) Greene ex Porter & Britton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"4B219135BB6843BAA83770248608C7CB","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","FUSC","Fuirena scirpoidea Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"F9FBAED436F84E6A8DE29A42D3A7F54A","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HECO3","Helianthemum corymbosum Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"6E1B9DB526CE4D18B79856B24FF91394","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HYHY","Hypericum hypericoides (L.) Crantz","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"A7A55621278E4CA78383AE9D1FCBFC33","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HYTE4","Hypericum tetrapetalum Lam.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"3C1F3CB8D079475DB49F2850D8ABF9D5","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","LEMI","Lechea minor L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"73618450AC864810BB2C7D7016BE059E","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","PIEL","Pinus elliottii Engelm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"EC1C0DE166D645C68350E6FCB5BE32D2","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","PIPA2","Pinus palustris Mill.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"0D6E1CC312BA420FBB4141B6BA8C84E7","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","POPR4","Polypremum procumbens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"CC45431A9D2045B49BC92544298021DB","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"6D1E88B16A9B4E43A7EB80A95CAAC4D3","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","SIAN3","Sisyrinchium angustifolium Mill.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"2BAA9F60E5CF4278B445138ECF9B2F07","D03","OSBS","OSBS_050","32",29.689647,-82.005335,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","STSE3","Stipulicida setacea Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"E0066C0CE81A474DB6DBE9C1EF89E4AA","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"EE43FCC2E29C4069B648BE58EE54ACA7","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","BAAN3","Balduina angustifolia (Pursh) B.L. Rob.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"1E890C492CB64FC59EB3195FEFDA73F1","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","XYCA","Xyris caroliniana Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"31A4DAB6774E4105B65987AFD1159A0C","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HYTE4","Hypericum tetrapetalum Lam.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"E0E37EB248B646CDB67612AF29183047","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ANCA4","Andropogon capillipes Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"76A45A4EB9854665A5CC03691E9FA1FA","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ANVI2","Andropogon virginicus L.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"37F793999F1C423795448C3B437BC932","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CEAS","Centella asiatica (L.) Urb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"6B01B602CFF74FA9AFCC38A5B243DBD0","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","CYPER","Cyperus sp.","genus",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"2716860AD20A42DFBA2B044C68957AFD","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","DICI","Digitaria ciliaris (Retz.) Koeler","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"F22338B04EFA457BA83EC631E76B1330","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","ELEOC","Eleocharis sp.","genus",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"E3DAFFE69F9E45A3BF7DC2D29E675135","D03","OSBS","OSBS_050","40",29.689730,-82.005444,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","EUCA5","Eupatorium capillifolium (Lam.) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"20577F2C196C4C1A9363E2103CFD89B6","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","HYTE4","Hypericum tetrapetalum Lam.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"9895FFF497864BD293A3622FC918C441","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","PLRO","Pluchea rosea Godfrey","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"7BA619AA8D00458BAD731FCC9A254D1F","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","STSE3","Stipulicida setacea Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"EB5068C7304B408A95D24C1EDEB78798","D03","OSBS","OSBS_050","41",29.689736,-82.005338,"WGS84",2.1,"2014-04-16",1,"DIV.OSBS.2014.1","Y","VAMY3","Vaccinium myrsinites Lam.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"D2CDFDAD58D34DB1AD948373BB70DAD8","D03","OSBS","OSBS_051","31",29.677716,-82.007759,"WGS84",2.1,"2014-04-29",1,"DIV.OSBS.2014.1","Y","RHMA","Rhexia mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0,0
"72150645C2514787A7F9646604F07F58","D03","OSBS","OSBS_051","31",29.677716,-82.007759,"WGS84",2.1,"2014-04-29",1,"DIV.OSBS.2014.1","Y","SAGI","Saccharum giganteum (Walter) Pers.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0,0
"6566DA10F3414F4F834802F808A22041","D03","OSBS","OSBS_051","32",29.677714,-82.007658,"WGS84",2.1,"2014-04-29",1,"DIV.OSBS.2014.1","Y","EREL","Eragrostis elliottii S. Watson","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0,0
