"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","percentCover","heightPlantOver300cm","heightPlantSpecies","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","duplicateTaxonIDBoutPer1m2QF","missingRecords1m2QF"
"C7DE2699517140E2BBC3C215C1169D08","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,1,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"6C01915C0ECD4154AAEFB816951A4947","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,0.5,"N",28.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"A21E9E5610904D579EAAFD1459423B25","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,3,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"B2B335E4028D4AEB94BA4B22AD564508","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","ARPU9","Aristida purpurea Nutt.","species",,,1,"N",15.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"BC35015E1AEC4AC08B8AF56F3147D475","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,2,"N",39.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"80285EAA5D3A48918D47B9585185DA0F","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,2,"N",41.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"51ABEA2AF8D94F32A3A4994906AE4E0D","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SONU","Sophora nuttalliana B.L. Turner","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"3A1572AC9FE244C985AA52C7AA2A536A","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","AGCR","Agropyron cristatum (L.) Gaertn.","species",,,2,"N",43.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"179246771E3845EABC0FA1750519E102","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,1,"N",18.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"FE00D1E0AF954E25B522B54F45A49812","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,3,"N",8.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"A8ECE7F3C4924894861ADA2F95C4E2CD","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,17,"N",15.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"C592A9C04E7C42699613BA09D49AC35A","D10","CPER","CPER_008","32.4.1",40.798818,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"A0DF11F72B6B44388817DAC72B571F8D","D10","CPER","CPER_008","32.2.1",40.798737,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,2,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"84C4001874D14BD18E3584F0AB53A89D","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"BD6565D8A190404A8167B9B0D2B7FF3B","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","MUTO2","Muhlenbergia torreyi (Kunth) Hitchc. ex Bush","species",,,3,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"24C47E86D3F1482B86EB17E796D2C28F","D10","CPER","CPER_008","31.4.1",40.798817,-104.749218,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,5,"N",18.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"E2117E5D9A8F4B7090EEBAEC86BF2DF7","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","ESVI2","Escobaria vivipara (Nutt.) Buxbaum","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"B9C1231340A8488E8D63C868E24455CE","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"3280AE45AEB84D2F8A6E23B417C1AE52","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,18,"N",13.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"69775E896D634D9398380C4BA990791C","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","AGCR","Agropyron cristatum (L.) Gaertn.","species",,,5,"N",39.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"C09F4CE5557B4593ACBB106C37EEF957","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SONU","Sophora nuttalliana B.L. Turner","species",,,0.5,"N",13.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"FC5712FB234E47D6ADFD28A0D02AD780","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,1,"N",8.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"B2D9E443B8344F208F240546A1F168EA","D10","CPER","CPER_008","31.1.1",40.798737,-104.749325,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,1,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"748ED8D46A5E46BF9D12264642C2A9C1","D10","CPER","CPER_008","32.4.1",40.798818,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,4,"N",8.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"094264B794444215985928FFC8367A8F","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,10,"N",15.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"A2C21598B3CD4AF8A2200ED32FACC94D","D10","CPER","CPER_008","32.4.1",40.798818,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,2,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"F1BA5ED9F10E4777BFCAEB517B04BA40","D10","CPER","CPER_008","41.1.1",40.798826,-104.749206,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,7,"N",35.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"6652BE18EA6047F4BE95FF6B448359BE","D10","CPER","CPER_008","41.1.1",40.798826,-104.749206,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,22,"N",20.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"997FDCC07E314987BA299101FD2DD5DB","D10","CPER","CPER_008","41.1.1",40.798826,-104.749206,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,0.5,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"F3F477E7E54E4E12B700D6914695403A","D10","CPER","CPER_008","41.1.1",40.798826,-104.749206,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,2,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"F0DF4BEA9D244587A8805324619222F9","D10","CPER","CPER_008","41.1.1",40.798826,-104.749206,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,6,"N",9.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"B20FCA606BFD4E5FA135E5B981B5EF2A","D10","CPER","CPER_008","41.1.1",40.798826,-104.749206,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SONU","Sophora nuttalliana B.L. Turner","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"05F32E0084CF4AA983BE32B81B98994B","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species",,,0.5,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"2B79355CD83D48F2B9906478FA6C5602","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"D712339FA470433393212CFEA717F8B1","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,3,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"A041D6DA00E8441B872734445D61EB60","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"B7DC5CA42A1D4062A6DB1E59C8D17502","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,0.5,"N",33.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"B043DE00360F4189809491980E07EFE4","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SONU","Sophora nuttalliana B.L. Turner","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"975026D6D90C4CA5B65D007E4B249445","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,5,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"5AFAFDC8268042CA8078F5CA6FFBACBA","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,1,"N",23.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"973B0AEE695F4D388C0599972A3BF6F6","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","MURI","Muhlenbergia richardsonis (Trin.) Rydb.","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"F9069CFAE8B94EBD80329201D17343DD","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,1,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"B410CB5CC8A646BD9667ECE286DF18F1","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,10,"N",8.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"5C725D6B417247D5A9E88AB76033F9A1","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,1,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"B9F40E0641974DC0957A911C3564372C","D10","CPER","CPER_008","40.3.1",40.798909,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,13,"N",19.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"152062702E254BF0AB0221ABC48CB2DC","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,2,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"82B0656B922946DD9F61CC5D0AC546B2","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"EC421036DDC94D56B1F49451BB3EE640","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,3,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"EE0B6399E629471AB2CBD49F719315CA","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,0.5,"N",16.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"BDFF3C6574D54A748F33220F1A1414B6","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,3,"N",31.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"C87806858D594DE89FF2B90C551E09F8","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"2A0EECE5E2BC47B5B5384125310B7F6A","D10","CPER","CPER_008","32.4.1",40.798818,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,8,"N",40.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"002BEC8308CD4FEAADF7F42039F28347","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","LEMO4","Leucocrinum montanum Nutt. ex A. Gray","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"403AB0A32EB4450C84260D3B822905A7","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SONU","Sophora nuttalliana B.L. Turner","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"C86EE5D1A667413DABB00973700BD854","D10","CPER","CPER_008","40.1.1",40.798828,-104.749323,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ",,,,0,0
"5FA3A9429C124E35831BC02E386F434B","D10","CPER","CPER_008","32.4.1",40.798818,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,12,"N",19.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"9C757BD95D1E4D318FB0ADEC7A66440D","D10","CPER","CPER_008","32.4.1",40.798818,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,2,"N",10.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"274402614A8F40969855EE976957248B","D10","CPER","CPER_008","32.4.1",40.798818,-104.749100,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,9,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,,,0,0
"F509235CEEA64245BF0D2AF33D6BA8D6","D10","CPER","CPER_008","41.4.1",40.798906,-104.749099,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,2,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"3B92960206124742AA9489B575BCB02E","D10","CPER","CPER_008","41.4.1",40.798906,-104.749099,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species","cf. species",,0.5,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"0C2C4E9CA1F14BADB080E34F21FA4952","D10","CPER","CPER_008","41.4.1",40.798906,-104.749099,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,2,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"CEE21A01D9E94208BA511C21B6E73F1A","D10","CPER","CPER_008","41.4.1",40.798906,-104.749099,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,0.5,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
"D4A19CFC16C3494DA58B4755F4D3C03B","D10","CPER","CPER_008","41.4.1",40.798906,-104.749099,"WGS84",0.4,"2014-06-12",1,"DIV.CPER.2014.1","Y","SONU","Sophora nuttalliana B.L. Turner","species",,,0.5,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","4/2oYNd2GLqmFoeDQbAE6mxP9j23qVFn",,,,0,0
